Wall time,Step,Value
1778517489.385463,2048,494.5
1778517492.2203543,4096,537.2857055664062
1778517495.2473142,6144,613.7999877929688
1778517498.3732777,8192,581.5714111328125
1778517501.5784972,10240,600.0
1778517505.4731624,12288,634.5263061523438
1778517510.2630403,14336,606.2174072265625
1778517513.5090733,16384,641.5
1778517516.7033863,18432,675.4615478515625
1778517519.957244,20480,709.4285888671875
1778517524.7180023,22528,701.5
1778517530.312797,24576,710.2647094726562
1778517533.904941,26624,725.4000244140625
1778517539.422942,28672,725.4000244140625
1778517542.7329867,30720,800.2777709960938
1778517546.1326861,32768,830.5263061523438
1778517549.292866,34816,845.3170776367188
1778517552.5326943,36864,846.3571166992188
1778517555.9528983,38912,843.7777709960938
1778517559.5335083,40960,854.6304321289062
1778517562.786549,43008,895.0
1778517565.9983013,45056,895.0
1778517569.2384279,47104,938.0800170898438
1778517573.6324644,49152,917.423095703125
1778517576.902325,51200,941.6414794921875
1778517580.1852322,53248,959.388916015625
1778517583.44433,55296,959.388916015625
1778517587.730387,57344,1001.1071166992188
1778517592.9382885,59392,1014.26318359375
1778517596.0975707,61440,1014.26318359375
1778517599.7742314,63488,1048.3499755859375
1778517605.0340233,65536,1034.1904296875
1778517610.5512092,67584,1037.6614990234375
1778517617.9633272,69632,1037.6614990234375
1778517622.2075346,71680,1068.802978515625
1778517626.2075958,73728,1092.1939697265625
1778517632.551829,75776,1084.9420166015625
1778517636.7141557,77824,1105.0428466796875
1778517640.80873,79872,1100.02783203125
1778517646.4243524,81920,1114.890380859375
1778517650.7876737,83968,1114.890380859375
1778517655.1000326,86016,1135.7467041015625
1778517663.5067923,88064,1136.1038818359375
1778517667.951975,90112,1130.4871826171875
1778517672.6965709,92160,1151.375
1778517678.0532303,94208,1151.375
1778517682.1085014,96256,1166.1357421875
1778517686.334933,98304,1166.1357421875
1778517690.888278,100352,1166.1357421875
1778517696.3478577,102400,1166.1357421875
1778517701.1285672,104448,1166.1357421875
1778517705.4022868,106496,1265.392822265625
1778517709.6935515,108544,1250.337158203125
1778517716.18507,110592,1250.337158203125
1778517720.627028,112640,1273.0460205078125
1778517724.9268959,114688,1276.92138671875
1778517730.759904,116736,1269.15380859375
1778517735.0263484,118784,1269.15380859375
1778517739.5364377,120832,1312.978271484375
1778517745.464046,122880,1312.978271484375
1778517749.665816,124928,1330.236572265625
1778517753.9301624,126976,1330.236572265625
1778517759.8778293,129024,1371.021240234375
1778517765.7897303,131072,1379.4210205078125
1778517770.4107623,133120,1365.051513671875
1778517776.6574786,135168,1358.949462890625
1778517781.1172469,137216,1369.6600341796875
1778517786.348044,139264,1381.5799560546875
1778517791.5296326,141312,1383.280029296875
1778517796.7659037,143360,1409.8599853515625
1778517801.819306,145408,1424.5400390625
1778517806.501212,147456,1424.5400390625
1778517810.0891156,149504,1445.52001953125
1778517813.6018999,151552,1461.3199462890625
1778517816.850548,153600,1461.3199462890625
1778517821.699969,155648,1481.9100341796875
1778517826.8485456,157696,1490.22998046875
1778517832.4548306,159744,1508.0799560546875
1778517839.125973,161792,1508.0799560546875
1778517843.6056757,163840,1541.1600341796875
1778517848.0259197,165888,1541.1600341796875
1778517853.917163,167936,1585.3199462890625
1778517858.6727571,169984,1590.4100341796875
1778517863.1519341,172032,1617.77001953125
1778517868.9641585,174080,1617.77001953125
1778517873.3917522,176128,1630.300048828125
1778517877.832426,178176,1642.719970703125
1778517883.9136717,180224,1666.8399658203125
1778517888.3015988,182272,1682.0799560546875
1778517892.7325423,184320,1671.8599853515625
1778517899.4730895,186368,1674.739990234375
1778517903.8860316,188416,1670.6300048828125
1778517908.3755276,190464,1671.949951171875
1778517916.5381515,192512,1680.010009765625
1778517921.7200873,194560,1690.3299560546875
1778517928.304754,196608,1652.1800537109375
1778517933.5103276,198656,1652.1800537109375
1778517937.7551107,200704,1651.719970703125
1778517944.4859543,202752,1658.1700439453125
1778517951.043594,204800,1653.3299560546875
1778517958.6680858,206848,1631.72998046875
1778517963.3286412,208896,1639.75
1778517967.9897926,210944,1627.8299560546875
1778517974.570694,212992,1610.5
1778517979.2166245,215040,1534.760009765625
1778517984.9905686,217088,1539.7099609375
1778517990.252678,219136,1537.93994140625
1778517994.1077027,221184,1533.5699462890625
1778518000.9716353,223232,1489.0899658203125
1778518006.0028875,225280,1497.9300537109375
1778518010.6534753,227328,1479.280029296875
1778518016.9691772,229376,1440.8800048828125
1778518022.034688,231424,1430.280029296875
1778518026.5597458,233472,1412.3399658203125
1778518035.1734586,235520,1300.699951171875
1778518040.3035407,237568,1290.0799560546875
1778518046.8770568,239616,1256.4000244140625
1778518051.116949,241664,1126.530029296875
1778518054.799988,243712,1114.219970703125
1778518065.7273116,245760,1087.0
1778518072.4297528,247808,1055.77001953125
1778518080.0666823,249856,1016.8200073242188
1778518085.73681,251904,980.6199951171875
1778518091.7371385,253952,959.2899780273438
1778518098.579004,256000,879.7100219726562
1778518110.0402098,258048,828.260009765625
1778518115.9721746,260096,791.7100219726562
1778518124.0065536,262144,777.47998046875
1778518130.6908677,264192,762.4299926757812
1778518137.7748535,266240,769.3800048828125
1778518144.7137718,268288,755.9199829101562
1778518151.4936123,270336,732.0499877929688
1778518156.298335,272384,725.780029296875
1778518164.344144,274432,703.5599975585938
1778518171.5580788,276480,705.25
1778518175.684214,278528,688.3200073242188
1778518180.7748525,280576,699.6699829101562
1778518184.1840649,282624,691.219970703125
1778518187.6198425,284672,697.8099975585938
1778518191.0637524,286720,702.1699829101562
1778518195.578913,288768,697.75
1778518199.0438738,290816,687.0999755859375
1778518202.6389203,292864,671.0900268554688
1778518206.5175824,294912,662.510009765625
1778518210.9537823,296960,663.5800170898438
1778518214.3713746,299008,672.4400024414062
1778518217.907915,301056,663.3599853515625
1778518222.9637108,303104,667.7100219726562
1778518227.3785937,305152,655.8400268554688
1778518230.8838089,307200,659.5700073242188
1778518235.3832343,309248,657.1599731445312
1778518241.0666106,311296,659.27001953125
1778518246.0033798,313344,657.1599731445312
1778518257.8708684,315392,654.1300048828125
1778518261.8383448,317440,652.239990234375
1778518265.3796113,319488,647.9400024414062
1778518270.8190997,321536,647.7100219726562
1778518274.7690134,323584,641.6199951171875
1778518278.4270458,325632,641.27001953125
1778518285.1932998,327680,644.22998046875
1778518289.1148863,329728,634.2899780273438
1778518292.7769418,331776,634.6199951171875
1778518296.4308577,333824,622.6099853515625
1778518301.85311,335872,622.2899780273438
1778518305.3479028,337920,626.9299926757812
1778518308.8047245,339968,620.0599975585938
1778518313.797511,342016,607.3099975585938
1778518318.747944,344064,596.02001953125
1778518322.637829,346112,588.8900146484375
1778518331.966098,348160,588.739990234375
1778518341.4853404,350208,584.010009765625
1778518350.6754847,352256,584.030029296875
1778518359.6050007,354304,579.260009765625
1778518366.5057433,356352,595.02001953125
1778518375.7088919,358400,583.47998046875
1778518384.3363566,360448,579.02001953125
1778518389.4923418,362496,581.739990234375
1778518393.369844,364544,581.5900268554688
1778518396.8522756,366592,581.5900268554688
1778518400.461966,368640,609.0800170898438
1778518405.0599926,370688,604.030029296875
1778518408.5570827,372736,598.5800170898438
1778518412.0220394,374784,593.9099731445312
1778518415.4718156,376832,587.5900268554688
1778518421.3011663,378880,588.7999877929688
1778518424.8368945,380928,588.7999877929688
1778518428.24429,382976,622.9299926757812
1778518431.634193,385024,624.3699951171875
1778518436.3768065,387072,628.27001953125
1778518439.6921763,389120,619.010009765625
1778518443.0917645,391168,620.780029296875
1778518446.7369437,393216,614.1599731445312
1778518451.439992,395264,619.6799926757812
1778518454.9217741,397312,623.6400146484375
1778518458.365684,399360,616.4199829101562
1778518462.070314,401408,613.5599975585938
1778518466.1856353,403456,628.6900024414062
1778518469.5437865,405504,630.5800170898438
1778518472.9416246,407552,628.9400024414062
1778518476.4194884,409600,626.239990234375
1778518481.7214987,411648,622.5800170898438
1778518485.1275144,413696,625.4099731445312
1778518488.556751,415744,601.5399780273438
1778518492.465527,417792,599.6400146484375
1778518496.403113,419840,603.5
1778518499.8164659,421888,603.2000122070312
1778518503.2366047,423936,604.97998046875
1778518507.0653455,425984,580.469970703125
1778518511.4212615,428032,583.97998046875
1778518514.6561613,430080,576.8599853515625
1778518518.0113833,432128,585.7999877929688
1778518521.4827409,434176,588.8300170898438
1778518526.0153162,436224,587.3699951171875
1778518529.6313398,438272,554.9500122070312
1778518532.9811537,440320,556.9500122070312
1778518536.4211502,442368,544.989990234375
1778518541.0411205,444416,556.0599975585938
1778518544.4412112,446464,557.25
1778518547.8811717,448512,559.1699829101562
1778518551.5482402,450560,569.989990234375
1778518556.4130435,452608,565.0499877929688
1778518559.6200442,454656,580.0499877929688
1778518562.8116846,456704,577.0800170898438
1778518566.4179566,458752,580.1199951171875
1778518570.57333,460800,569.260009765625
1778518573.7520597,462848,573.5800170898438
1778518577.4283626,464896,575.3499755859375
1778518580.7560701,466944,572.719970703125
1778518584.8910553,468992,582.9400024414062
1778518588.018478,471040,580.1500244140625
1778518591.158416,473088,580.1500244140625
1778518594.2263513,475136,597.8400268554688
1778518598.1717114,477184,600.5599975585938
1778518602.389841,479232,604.3699951171875
1778518605.517946,481280,598.1900024414062
