Wall time,Step,Value
1778591377.2373815,262144,0.049371618777513504
1778591384.9450386,266240,0.04850469157099724
1778591393.0467467,270336,0.05273346230387688
1778591402.7663221,274432,0.06379743665456772
1778591410.8142133,278528,0.03271663188934326
1778591418.2921004,282624,0.06329308450222015
1778591428.7776108,286720,0.0556483268737793
1778591436.4456475,290816,0.037322960793972015
1778591444.0927222,294912,0.058899883180856705
1778591450.603882,299008,0.046937569975852966
1778591456.9537146,303104,0.041669536381959915
1778591464.1965249,307200,0.052404988557100296
1778591470.794533,311296,0.032747719436883926
1778591477.7271354,315392,0.02735462598502636
1778591484.6419713,319488,0.044964589178562164
1778591492.2404592,323584,0.03452412411570549
1778591499.9057004,327680,0.05612562224268913
1778591506.575418,331776,0.03482934087514877
1778591514.633365,335872,0.03462279215455055
1778591522.602569,339968,0.0407547727227211
1778591533.9702764,344064,0.04750124365091324
1778591541.7661703,348160,0.025167064741253853
1778591549.521667,352256,0.04014017432928085
1778591556.3313491,356352,0.04715169221162796
1778591562.6257782,360448,0.06044389680027962
1778591569.0605848,364544,0.04227361083030701
1778591575.925419,368640,0.039369575679302216
1778591583.5479717,372736,0.04713202267885208
1778591592.6345568,376832,0.025053368881344795
1778591600.0454588,380928,0.03136906400322914
1778591606.6579173,385024,0.038729965686798096
1778591613.3107903,389120,0.027198005467653275
1778591620.6416605,393216,0.043425023555755615
1778591627.6418228,397312,0.039682112634181976
1778591634.0454075,401408,0.04068083316087723
1778591644.4017334,405504,0.023587113246321678
1778591653.789631,409600,0.04412373527884483
1778591663.3256695,413696,0.04507511854171753
1778591674.0416908,417792,0.03616428002715111
1778591682.4053764,421888,0.03188867121934891
1778591694.0754647,425984,0.05057660490274429
1778591700.6456683,430080,0.041129738092422485
1778591707.0100193,434176,0.03948153555393219
1778591713.3157659,438272,0.04663698002696037
1778591719.4855266,442368,0.04159402847290039
1778591725.7255664,446464,0.032563984394073486
1778591731.9456294,450560,0.04653143137693405
1778591738.1804636,454656,0.04987824335694313
1778591744.525744,458752,0.04116718843579292
1778591750.6774862,462848,0.0437447614967823
1778591757.6957061,466944,0.03826270252466202
1778591765.779384,471040,0.04135548695921898
1778591774.3216476,475136,0.03289429470896721
1778591783.480523,479232,0.024067554622888565
1778591792.0554888,483328,0.029990727081894875
1778591800.3955615,487424,0.04263211041688919
1778591808.083022,491520,0.03754972666501999
1778591816.397579,495616,0.03376370295882225
1778591824.0076416,499712,0.02804284356534481
1778591833.7255316,503808,0.0290395375341177
1778591843.2278016,507904,0.04171719029545784
